"depth","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"1.5",27.406834011678,27.4284545283779,27.4152510828501,27.2708626727885,27.1494020887632,27.0203392561654,26.8839529788699,26.7925077499477,26.7611584265538,26.7948975102273,26.9573345118496,27.0714522347833,27.1902860554959,27.2571005714771,27.3233075149798,27.3631538195581,27.4078624044903,27.445837064376,27.4601695530453,27.4630705593517,27.4660909579585,27.463173200364,27.4608816005904,27.4580876895629
"1.6",27.3102269868871,27.2918431928516,27.3411167941496,27.2700176606355,27.1488012448334,27.0203271789209,26.883943952554,26.7925030248782,26.7611552396829,26.7948943752732,26.8786595572877,26.9847151861327,27.0933197172501,27.1540838698666,27.2139882550888,27.2501699772425,27.2910656226251,27.3257680766577,27.3393914728953,27.3426041562015,27.3456424737407,27.3433783946211,27.3412555371745,27.3392902885675
"1.7",27.2149543334614,27.188969424026,27.1869498183815,27.268176520712,27.1474952919506,27.0202713705997,26.8839231459818,26.7924921527915,26.761147914265,26.7948871762378,26.8650595341648,26.9523639076524,27.0437550859086,27.0951015312469,27.1459961029659,27.1766138673134,27.2116359729441,27.241402285724,27.252916948365,27.2553726678247,27.2577443758275,27.2554999966696,27.2532027110468,27.2509727814084
"1.8",27.0895119046134,27.063963385204,27.0628307744896,27.268176520712,27.1474952919506,27.0188851172319,26.8839231459818,26.7924921527915,26.761147914265,26.7948871762378,26.856610854453,26.9334137842983,27.0135535078802,27.058333520963,27.1026857666778,27.1291893778784,27.1596865736788,27.1855296197532,27.1952573001059,27.196971298069,27.1986080574894,27.1961875207027,27.1937544321244,27.1913190369033
"1.9",26.9825188247358,26.9603241001467,26.9580449881037,27.0164403148697,26.9819629772519,27.0186763149244,26.879607003995,26.7893091836355,26.7584538838901,26.7921806454281,26.846933557411,26.9148521634799,26.9854524881441,27.0246580829906,27.0633822472151,27.0862864055026,27.1127034240467,27.1349295036025,27.1428280686041,27.1435941627638,27.1442722642538,27.1413273191716,27.1383338035989,27.1352950669102
"2",26.8524859406984,26.8114385891384,26.804449121222,26.7985331629097,26.7918633126907,26.8438693525197,26.8778778206795,26.7880366633172,26.7573780967364,26.7911010976139,26.833407352715,26.8864445818787,26.9418573491305,26.9706118094871,26.9990328084051,27.0138632028075,27.0315048900561,27.045628027694,27.0472264430164,27.0428243665123,27.038618353428,27.0312908914855,27.0240208000083,27.0167926810194
"2.1",26.6312451629858,26.3881238744501,26.3771044541245,26.3652397579985,26.353717293191,26.3419060398491,26.5374707815308,26.4635197877353,26.4386069053483,26.4668013133147,26.4982665477938,26.5381704150495,26.5801622981428,26.5996812726137,26.6189855127775,26.626871798662,26.6366705092851,26.6435948214031,26.6395978937402,26.6309417719289,26.6229745454416,26.6123093192824,26.6018836896976,26.5916336176724
"2.2",25.5403226664721,25.2914308550051,25.2853451616856,25.2789567924052,25.2727256797301,25.2669483129252,25.2672683787849,25.255425730596,25.2534359046547,25.2625892699294,25.2988925900917,25.3439692114147,25.3907105411963,25.415390214605,25.4396220918204,25.4529103753476,25.4682663748782,25.4806671928781,25.4828592176214,25.4804159431356,25.4782549157294,25.473498588503,25.468809248048,25.4641480093743
"2.3",24.1496232398665,23.7982864494554,23.7962393683023,23.7946399317802,23.7929044419276,23.7912892305897,23.7906556554973,23.7902876058988,23.7952973523141,23.8076949670285,23.8409475208361,23.8826486705035,23.9258473876816,23.9486950135717,23.9711075866902,23.9836566284586,23.9983325643082,24.0102844904036,24.0130683550276,24.0116731746734,24.0104833143244,24.0069821653656,24.00356723876,24.0002036706698
"2.4",22.954084782281,22.7452145443944,22.7417748245788,22.7387202223927,22.7355580661391,22.732383438337,22.7305683182043,22.7291671202301,22.7322789613777,22.7415622894607,22.7674709333311,22.8005214316416,22.8349738004826,22.852536984992,22.869808318404,22.8788299964075,22.8899181947065,22.8987304166993,22.8997955530259,22.8972290094724,22.8947933976464,22.8904364651643,22.8861431395974,22.8818913237252
"2.5",22.1205416336208,22.0009494402218,21.9939273472771,21.9868917346818,21.9799080092292,21.9729415052384,21.966113015016,21.960859312501,21.9601634382959,21.9650868308138,21.9850121782282,22.0109608022041,22.0382102517978,22.0508886542888,22.0633695809847,22.0685980095637,22.0756586921302,22.0807655115479,22.0790083709872,22.0740214434701,22.0691903313285,22.0626847944049,22.0562500582631,22.0498687000336
"2.6",21.4854590554281,21.4744476910945,21.463534899342,21.4521579365085,21.4410033349271,21.4299868830508,21.4184636723678,21.4095618616073,21.4057784604105,21.4077639925608,21.4248412046373,21.4473666478543,21.4710143413606,21.4804581281829,21.4896763838215,21.4917695827012,21.4952710270516,21.4969220412462,21.4918678118646,21.4838374325143,21.4761254238035,21.4667931433602,21.4575946325532,21.4485009771089
"2.7",20.8735589042952,20.8657975861894,20.8579873965404,20.8500485860679,20.8421251950376,20.8341775632291,20.8261142001846,20.8195382105022,20.8168917324422,20.8189442384401,20.8334910816691,20.8528456506694,20.8731667059345,20.8814450830929,20.889501255952,20.891595359219,20.895081945144,20.8969468537786,20.8931676762729,20.8868053814041,20.8806197341993,20.8730603124977,20.8655638816155,20.8581104096587
"2.8",20.3227074734926,20.3162483512036,20.3097373570452,20.3032148610541,20.296687916892,20.2901280878878,20.2836048560146,20.2782146871422,20.2762733233539,20.2785568443125,20.2921339968646,20.310138134191,20.3289935442062,20.3368473467127,20.3444797633054,20.3466863579669,20.3501887318088,20.3522045351643,20.3491165789385,20.3436690828094,20.338354444945,20.3318004899915,20.3252970963391,20.3188280556918
"2.9",19.8203999516326,19.814762501764,19.8090858845427,19.8034440936182,19.7978051208922,19.7921447236971,19.7865847577505,19.7819590579531,19.7803611497814,19.7825141224112,19.7947128517299,19.8109061262166,19.8278661738558,19.8349948020991,19.8419258837714,19.8440223642436,19.8473379464831,19.849321070808,19.8467520029815,19.8420626313865,19.8374792147073,19.8317975385687,19.8261604171667,19.8205542942399
"3",19.3771852263311,19.3722202189602,19.3672236758682,19.3622851819015,19.3573475367442,19.3523937253126,19.3475661320618,19.343513410775,19.3421032969007,19.3440030033644,19.354787512388,19.3691597804049,19.3842387428452,19.3906070520909,19.3968099592002,19.3987254975977,19.4017901982949,19.4036701852137,19.4015118271465,19.3974402690118,19.393439156267,19.3884685923126,19.3835309881785,19.3786169345855
"3.1",19.005905759538,19.0013258119616,18.9967229939045,18.9921737100536,18.987632540902,18.9830837560547,18.9786605640442,18.9749536487597,18.9736839449254,18.9754598906739,18.9854058195103,18.9986247931319,19.0124704819126,19.0183079488808,19.0239867848814,19.0257226240885,19.0284694604163,19.0301360802401,19.0281126055791,19.0243492883336,19.0206561489002,19.0160765505718,19.0115305869538,19.0070095276007
"3.2",18.6719833336948,18.6679295163391,18.6638459180996,18.6598718457947,18.65589109181,18.6518932051292,18.6480808479348,18.6447810308858,18.643565913606,18.6450198680949,18.6536663851322,18.6652779868721,18.6774629300567,18.6825372927445,18.6874750695391,18.6889343651099,18.6914022871338,18.692897910193,18.6911009170529,18.6877329286187,18.6844158135291,18.6803170258376,18.6762476419676,18.6722003165963
"3.3",18.4032512690563,18.3996100489085,18.3959441778741,18.3924059196384,18.388856836562,18.3852917726496,18.3819245547649,18.3789761433636,18.3778918687898,18.379232877472,18.3871305809613,18.3977656307473,18.4089309483431,18.4135974153264,18.418142918299,18.419505169267,18.4218205295251,18.4232466093332,18.4216711940528,18.4186402375868,18.4156376111377,18.4119246606014,18.4082338712874,18.4045605626943
"3.4",18.150821334072,18.1475442846131,18.1442462023774,18.1410602271985,18.1378653628817,18.1346565718928,18.1316202339581,18.1289748656621,18.1280291543389,18.1292925130849,18.1365272693881,18.1462491553361,18.1564516308579,18.1607411450274,18.1649209721572,18.1662015676199,18.1683433321519,18.1696776357452,18.1682828389787,18.1655635467741,18.1628691814377,18.1595285430138,18.1562075662462,18.1529021844133
"3.5",17.9268133597422,17.9238943987943,17.9209564329517,17.9180095036792,17.9150681002046,17.9121172724718,17.9091782730252,17.906797483339,17.9060612668777,17.9073449560972,17.9140337897516,17.9228657571569,17.9321299514957,17.9361327029968,17.9400368543402,17.9413390123001,17.9433619283397,17.9446627805534,17.943484170131,17.9411332679536,17.9388328347416,17.9359409409831,17.9330685123757,17.9302092744368
"3.6",17.6875877034909,17.6849476360782,17.6822860035446,17.6795350344617,17.6768009539266,17.674058622629,17.6712308740835,17.6690531765994,17.6684541631107,17.6697023584788,17.675844648728,17.6838404125666,17.6922154811648,17.6958816949282,17.6994549080939,17.7006970377234,17.7025269804024,17.7037101002618,17.7026409316885,17.7005519926815,17.6985454125634,17.695997606378,17.6934755101125,17.6909696435205
"3.7",17.4039587276705,17.4014935948756,17.3990084176086,17.3965134658837,17.3940294073068,17.3915361220071,17.3890680658644,17.3870683155186,17.3864846878775,17.3876204778387,17.3933406868279,17.4008596127692,17.4087216547238,17.4121056979063,17.4153998188463,17.4165005126365,17.4181605570928,17.4192131810686,17.418171105868,17.4161766387125,17.4142520520106,17.4118268368018,17.4094302377205,17.4070541385042
"3.8",17.1126395789129,17.1105145548955,17.1083640308644,17.106243905315,17.1041249317506,17.1019907490942,17.0999300583214,17.0982035730817,17.0976851372132,17.0986675756457,17.1036712460504,17.110302065982,17.1172458759474,17.1202238353704,17.1231238881316,17.1240993529552,17.1256089924579,17.1265774161351,17.1256931756792,17.1239640272957,17.1222937828396,17.1201817216569,17.1180954304194,17.1160272776779
"3.9",16.8080930592191,16.8062538494264,16.8043864664848,16.8025502218517,16.80071458864,16.7988627005076,16.7970880426013,16.7955985741443,16.7951846312401,16.7961034345831,16.8005922987762,16.8065308093988,16.8127499595072,16.8154370736357,16.81805350937,16.8189651013202,16.8203604287284,16.8212712415748,16.8205219883257,16.8190265955457,16.817592856318,16.81576281018,16.8139584661368,16.8121716060246
"4",16.4913543864767,16.489724099179,16.4880661426806,16.486452294269,16.4848405182549,16.4832141547977,16.4816884961957,16.480393060112,16.4800771028875,16.480981554406,16.4851561840004,16.4906645783204,16.4964219849771,16.4989234735718,16.5013563638676,16.502228639732,16.5035406939451,16.5044071720679,16.5037484160988,16.5024151901715,16.5011468497423,16.4995147240449,16.4979106601468,16.4963259842469
"4.1",16.1655264299163,16.1641091184422,16.1626655701262,16.161332089365,16.1599918391194,16.1586356407501,16.1574633671641,16.1563761550775,16.1561317508556,16.1570048729088,16.1609031427713,16.166100240474,16.1715277283933,16.1738852491938,16.1761788558776,16.1770167459,16.1782990765264,16.1791626503606,16.1786155346716,16.1774301164205,16.1762919235806,16.1748200681786,16.1733750467756,16.1719498005447
"4.2",15.8618358352955,15.8606659096439,15.8594692044553,15.8583691257943,15.8572635569713,15.8561422934011,15.8551887220446,15.8543142617939,15.8542096525764,15.8551174939519,15.8587624988241,15.8635773737066,15.8686012121787,15.8708455935885,15.8730312151946,15.8739024682591,15.8751679629998,15.8760534136712,15.8756583232946,15.8746931065005,15.8737771764724,15.8725568874165,15.8713623326225,15.8701862371364
"4.3",15.5690773452118,15.5681407670113,15.5671788692297,15.5663148397086,15.5654448069657,15.5645599608806,15.5638436069044,15.5631783737348,15.5632052113341,15.5641511521106,15.5675862743586,15.5720933784627,15.5767908365195,15.5789516926023,15.5810591166945,15.5819690703667,15.5832402199624,15.5841641376649,15.5839218783348,15.5831603567073,15.5824431754977,15.5814485683693,15.5804775244749,15.5795233291257
"4.4",15.2888619803438,15.2881442140381,15.287404108868,15.2867744086797,15.2861368589326,15.2854858593786,15.28501705877,15.284554994225,15.2847043639187,15.2856890621649,15.288946704872,15.2932020612311,15.2976306115292,15.2997279876186,15.3017770615673,15.3027271942947,15.3040180371949,15.3049900033859,15.304898053477,15.3043253674326,15.3037874021194,15.3029971183556,15.3022276130589,15.3014732343296
"4.5",15.0405440394403,15.0400316549633,15.0394967514165,15.0390660624127,15.0386273963147,15.0381754367201,15.0378970442525,15.0376112209116,15.0378683351393,15.0388692376384,15.0418942867635,15.045811588911,15.0498809809276,15.0518657960538,15.0538055321762,15.0547697352176,15.056035442708,15.0570162507836,15.0570474301492,15.0566564044928,15.0563011555072,15.0557197692592,15.0551587165099,15.0546121880702
"4.6",14.813057438371,14.8127314276048,14.8123854924572,14.8121486363592,14.8119025500439,14.8116445060171,14.8115624897904,14.811446014574,14.8118026724727,14.8128263903522,14.8156745110639,14.8193416137062,14.8231460201014,14.8250595249877,14.8269317564419,14.8279211365277,14.8291920441709,14.8302047602619,14.8303617010383,14.8301325306548,14.8299310396222,14.829525910292,14.8291383532734,14.8287635193029
"4.7",14.6012769981214,14.6011196705105,14.6009455516116,14.6008882449221,14.6008203628077,14.6007420676967,14.6008454973659,14.6008851477564,14.6013312285077,14.6023750496115,14.6050651193312,14.6085120362882,14.612082966218,14.6139338302984,14.6157469288869,14.6167583827877,14.6180361612268,14.6190794904009,14.6193518552381,14.6192681020272,14.6192027107155,14.618954329229,14.618720630108,14.6184978655168
"4.8",14.4195429370919,14.4195257661096,14.4194918858277,14.4195723882219,14.4196420977511,14.4197013369536,14.4199382563574,14.4200975056678,14.4206091599869,14.4216494990162,14.4241493215233,14.4273289446661,14.4306161072345,14.4323657847147,14.4340799821283,14.435084853606,14.4363263892366,14.4373590255444,14.4377079545036,14.4377451558415,14.4378011382575,14.4376942028571,14.4376019029336,14.4375203828495
"4.9",14.2510200682818,14.2511396055724,14.2512445492601,14.2514613052619,14.2516669159278,14.2518631410319,14.2522298797772,14.2525099043893,14.2530924874906,14.2541439379062,14.256496174243,14.2594646068316,14.262529371739,14.2642158715541,14.2658704087917,14.2668902352127,14.2681277389623,14.269178142605,14.26961976139,14.2697794844452,14.2699523331184,14.269980036278,14.2700200361323,14.2700691970898
"5",14.0951443386651,14.0953698563144,14.0955813334907,14.095893087529,14.0961951722577,14.0964885691603,14.0969366661211,14.0973062018538,14.0979467534877,14.0990054930527,14.1012228068613,14.1039871136562,14.1068340555316,14.108449753476,14.1100352137509,14.1110577407704,14.1122702211108,14.1133158325276,14.1138184296792,14.1140751836455,14.1143477497713,14.1144904238805,14.1146456651604,14.1148101468453
"5.1",13.9566092379304,13.9569462509483,13.9572711583738,13.9576910173312,13.9581012846265,13.9585038306554,13.9590510555866,13.959517738331,13.9602182695963,13.9612889931704,13.9633894515135,13.9659822809489,13.9686489300313,13.9702170018155,13.971758079378,13.9727969396662,13.9740086993938,13.9750716819146,13.9756527007916,13.9760121172395,13.9763827818784,13.9766381331976,13.9769038951373,13.9771773734929
"5.2",13.8249722311865,13.8254125904669,13.8258420115204,13.8263600786114,13.8268687743241,13.8273702427475,13.8280062361819,13.8285607833763,13.8293154294332,13.8303937180446,13.8323750165618,13.8347931196241,13.8372755235625,13.8387896124943,13.8402794925086,13.8413283488776,13.8425304141812,13.8436016025814,13.8442505084334,13.8447045694899,13.8451677017535,13.8455295858176,13.8459005371477,13.8462781926455
"5.3",13.7077072520953,13.7082287273873,13.7087396024274,13.709326845204,13.7099060514069,13.710478524177,13.7111682019266,13.7117897332988,13.7125912055713,13.7136793882194,13.715565348827,13.7178335514708,13.7201561386494,13.7216220092465,13.7230650137057,13.7241205831252,13.7253077523094,13.7263790547397,13.7270763569926,13.727605814571,13.7281469376369,13.7285978228995,13.7290579583118,13.7295247356921
"5.4",13.5950750136881,13.5956763731646,13.5962681696362,13.5969283311311,13.5975810960729,13.5982278270886,13.5989790925856,13.5996690459091,13.6005164155469,13.6016166555877,13.6034212495744,13.6055637958736,13.6077534709402,13.6091846412417,13.6105948919696,13.6116632192891,13.6128480476945,13.6139301922679,13.6146819076064,13.6152858901338,13.6159005816857,13.616435241947,13.6169782970941,13.6175273207702
"5.5",13.4885617930115,13.4892278894451,13.4898846615475,13.490603057572,13.4913147287471,13.4920205917871,13.4928215177843,13.4935657792283,13.4944489752606,13.4955554485738,13.4972832850042,13.4993090654763,13.5013744589829,13.502767099099,13.5041401036572,13.5052130850284,13.5063866027534,13.5074692387407,13.508260134035,13.5089243460559,13.5096006828159,13.5102059863924,13.5108198370947,13.5114397055477
"5.6",13.3868642474228,13.3875932636837,13.3883136788785,13.3890889461497,13.3898581606171,13.3906220665772,13.3914710576054,13.3922695113836,13.3931919492305,13.3943130217681,13.3959864818341,13.3979241702971,13.3998962113164,13.4012691061996,13.4026239781354,13.4037128174553,13.40488983366,13.405985975039,13.4068226178065,13.407548128037,13.4082855491522,13.4089595690845,13.4096416271393,13.4103293046936
"5.7",13.2872219769151,13.2880078235863,13.2887853182057,13.2896091650328,13.2904280071508,13.2912418671446,13.2921295091728,13.2929758116933,13.2939354138226,13.2950711564337,13.2966942137127,13.2985468180666,13.3004279553793,13.3017803900529,13.3031159474932,13.3042188764627,13.305395410935,13.3065006997792,13.3073765390913,13.3081584396739,13.3089541286068,13.3096934156496,13.3104408962631,13.311194018995
"5.8",13.1919653330926,13.1928192387484,13.193665287961,13.1945541478863,13.1954382474571,13.1963176708229,13.1972661124951,13.1981733232442,13.1991820258612,13.2003477403744,13.2019469071911,13.203750407161,13.2055784139935,13.2069349634313,13.2082762466387,13.2094116319768,13.2106108495396,13.2117467699148,13.2126787421975,13.2135289613273,13.214392819139,13.2152065977269,13.2160283269544,13.2168555815615
"5.9",13.098834729655,13.0997629091575,13.100683964822,13.1016439938945,13.1025996041893,13.1035512627014,13.1045671315316,13.1055412768059,13.1066095467077,13.1078172039762,13.1094069099414,13.1111748206593,13.1129645784813,13.1143414358413,13.1157051379689,13.1168882689199,13.1181231623082,13.119302899699,13.1203028754018,13.1212321787803,13.1221747820663,13.1230734774926,13.1239792957719,13.1248900342427
"6",13.0144173251623,13.0154293273252,13.0164338406916,13.0174562026612,13.0184781249913,13.0194991389174,13.0205642303652,13.0216067783413,13.0227808182761,13.0240822742725,13.0257070742997,13.0274491839714,13.0292130359021,13.0306595966819,13.0320954757072,13.0333850605538,13.0346774440326,13.0359277366106,13.0370211199641,13.0380676925948,13.0391382547708,13.0401704850263,13.0412087277965,13.0422502023438
"6.1",12.9469177383373,12.9480496634357,12.9491761976273,12.9503301155106,12.9514813994701,12.9526323652241,12.9538348233305,12.9550009466571,12.9562677575308,12.9576472936885,12.9593238222111,12.9611230403446,12.9629443688987,12.9644625521591,12.9659705775248,12.9673380185495,12.9687222325632,12.9700657171902,12.9712663520783,12.9724141908383,12.9735754990064,12.9747012426235,12.9758302536072,12.9769607176833
"6.2",12.8903650823862,12.8916245566508,12.8928806781963,12.8941893845171,12.8954899943648,12.8967886361914,12.8981615515675,12.8994673754887,12.9008090029009,12.9022474697688,12.9039720755624,12.9058567263906,12.9077610838092,12.9093320771342,12.9108911496299,12.9123041013617,12.9137762097016,12.9152028735815,12.9164962715244,12.9177217379485,12.9189437962404,12.9201312592061,12.9213202793016,12.9225102003447
"6.3",12.8542645837479,12.8556106521225,12.8569542829773,12.8584012441786,12.8598304099587,12.8612539036769,12.8628067098065,12.8642205760966,12.8655815078125,12.8670248513276,12.8687606340039,12.8707250560221,12.8727040219939,12.8742736732894,12.8758266888884,12.8772183553457,12.8787279567332,12.8801822419563,12.8815071389968,12.8827460220463,12.8839634991777,12.8851453633651,12.8863297012605,12.8875166887827
"6.4",12.8146404977613,12.81612007898,12.8175961687685,12.8191634713826,12.8207136559466,12.8222566235131,12.8239116824326,12.8254446393986,12.8269163289543,12.8284518864367,12.8302259032894,12.8321965639486,12.8341738644771,12.8357997399716,12.8374094382096,12.8388870748551,12.8404704161859,12.8420060647647,12.8434367719709,12.8447980826554,12.8461411563549,12.8474541245739,12.848770051877,12.8500887448606
"6.5",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
"6.6",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
"6.7",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
"6.8",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
"6.9",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
"7",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
"7.1",12.7740450146917,12.7757518390584,12.7774554161563,12.7791557986856,12.7808527364379,12.7825462642389,12.7842366639911,12.7859351858203,12.787664493644,12.7894339349622,12.7913174128885,12.7932449145485,12.7951784921556,12.7969940700513,12.7988040311111,12.8005531948799,12.8023177648895,12.804062969342,12.8057500955113,12.8074060992443,12.8090587069694,12.8106951642771,12.8123283365285,12.8139582330698
