"DateTime","temp_1.6","PHY_tchla_1.6","PHY_tphy_1.6","PHY_green_1.6","PHY_diatom_1.6","PHY_cyano_1.6"
2021-06-29 05:00:00,26.1592313792462,2.11534056867225,13.9536239556672,0.0695387721739584,0.0958577279668878,13.7135085668848
2021-06-29 06:00:00,26.0631267906511,2.1044631658559,13.8817476276271,0.0693708779768396,0.0954514400152289,13.7016998370249
2021-06-29 07:00:00,25.9941732928839,2.09955332458213,13.8501418724305,0.0688923999556805,0.0945476041955896,13.7638219683983
2021-06-29 08:00:00,26.0314366327196,2.11212410579961,13.9350228785215,0.0684116114065876,0.0936635130924529,14.0714725419503
2021-06-29 09:00:00,26.0768378681577,2.14918196408737,14.1831633598369,0.0678577200321116,0.0927884379056324,14.3245047874084
2021-06-29 10:00:00,26.1775068778646,2.19403985387765,14.482932442923,0.0674822243662182,0.0922720982775281,14.6306887578812
2021-06-29 11:00:00,26.3121652101461,2.23929140142749,14.7854272830305,0.0670964098948244,0.0917367634139166,14.941081765811
2021-06-29 12:00:00,26.4608584970957,2.28579785557933,15.0962731151944,0.0667180232586248,0.0912109547018352,15.2599838961871
2021-06-29 13:00:00,26.6038908170438,2.33357358315448,15.4155708759967,0.0663429120783321,0.0906907961333419,15.5873548616342
2021-06-29 14:00:00,26.7367510927279,2.3824741644526,15.7423702491132,0.0659809904157264,0.0901702568757841,15.9227399674711
2021-06-29 15:00:00,26.8577355605424,2.43247504736084,16.0764927036957,0.0656011662193665,0.0896437007916313,16.2646380945435
2021-06-29 16:00:00,26.9599782791681,2.48341041713124,16.4168789216122,0.0652299038845632,0.0891105281594415,16.6137745584406
2021-06-29 17:00:00,27.0179005394717,2.53543270924271,16.7644983631097,0.0648422299039959,0.0885730309187431,16.969325003491
2021-06-29 18:00:00,27.0395562247802,2.58842561887019,17.1186151921771,0.0644668828180047,0.0880339494996773,17.2960662482775
2021-06-29 19:00:00,27.0434153587852,2.63716646642559,17.4443634313983,0.0640786062760809,0.0874946237549268,17.4627333987898
2021-06-29 20:00:00,27.041509028506,2.660807433898,17.6028717401561,0.063672504706185,0.086900748510106,17.4521436625971
2021-06-29 21:00:00,27.037393524342,2.6588678774714,17.5908288189296,0.0632501714227527,0.0863006691982008,17.3404964951502
2021-06-29 22:00:00,27.0331721970089,2.64155452302303,17.4763257992952,0.0628235227045684,0.0856924438865292,17.2277172719969
2021-06-29 23:00:00,27.1234139895234,2.58213779642863,17.0838236356822,0.0611650438569849,0.0832038688190885,16.8409490551412
2021-06-30 00:00:00,27.0770856793875,2.56011242467624,16.9381553033854,0.060627436527772,0.0824174802629452,16.6977892543909
2021-06-30 01:00:00,27.1154315726378,2.46971064077888,16.3410098892944,0.0580896521024716,0.078595489895208,16.1101396733325
2021-06-30 02:00:00,26.9824543101421,2.45409344080774,16.2375597750121,0.0577826717584197,0.0781698920502626,16.0089713061634
2021-06-30 03:00:00,26.8682037839815,2.43126719443958,16.0865408660155,0.0572496128197638,0.0774050380162955,15.8609152983999
2021-06-30 04:00:00,26.7636702286928,2.40851658113647,15.9360272255324,0.0567156915456635,0.0766393450969288,15.7132745464503
2021-06-30 05:00:00,26.6405059042055,2.39679098012357,15.8582638358672,0.0565309055922555,0.0763673846265497,15.6372434067244
2021-06-30 06:00:00,26.5494225448835,2.37518903027811,15.7153469978984,0.0561308083629149,0.0756426248626138,15.566233806342
2021-06-30 07:00:00,26.4614845376979,2.37010995405886,15.6823939811911,0.055744435194863,0.0749260021569525,15.644587830299
2021-06-30 08:00:00,26.4822254131096,2.38535667371703,15.7849141567721,0.0553473649433124,0.0742182635540751,15.9969155143665
2021-06-30 09:00:00,26.5177619099075,2.42811945053199,16.0708904162596,0.0548823733982558,0.0735182584421993,16.2875367342519
2021-06-30 10:00:00,26.7334514317556,2.47070500434579,16.3558270124845,0.0543760810904496,0.0727987035246993,16.5791377182122
2021-06-30 11:00:00,26.8661810952194,2.52317986350399,16.7063061062562,0.0540686039717185,0.0723870422956454,16.9380147830287
2021-06-30 12:00:00,26.9978321217495,2.57680565685969,17.0644611430327,0.0537597236543741,0.0719734868932942,17.3046278281771
2021-06-30 13:00:00,27.1368088484636,2.63158964779801,17.4303405525811,0.0534492419134503,0.0715577399358299,17.679006667032
2021-06-30 14:00:00,27.2515339902945,2.68753474034064,17.8039641822609,0.0531376872190396,0.0711404945603587,18.061207409399
2021-06-30 15:00:00,27.2886422778383,2.74465160624498,18.1854019630762,0.0528269135895065,0.0707242361043138,18.451496012154
2021-06-30 16:00:00,27.3958816087577,2.80298036007698,18.5749174256472,0.0525152284559935,0.0703066536075085,18.8497967323814
2021-06-30 17:00:00,27.4608734990668,2.86250924832519,18.9724357765258,0.0522036415634961,0.069889113527064,19.2563375881275
2021-06-30 18:00:00,27.4842562322422,2.92327401402158,19.3781931299695,0.0518931557093046,0.069472968451102,19.6389665294911
2021-06-30 19:00:00,27.4861075684126,2.98052645183978,19.7605327280586,0.0515842544233371,0.0690588407787473,19.7909083230639
2021-06-30 20:00:00,27.4811049643968,3.00319466411803,19.912307683972,0.0512770258865441,0.0686467813676837,19.6901734316754
2021-06-30 21:00:00,27.4762500518183,2.98786884341273,19.8107861663,0.0509712229979295,0.0682361801481436,19.5741788396682
2021-06-30 22:00:00,27.4708681410816,2.97021367504426,19.693732911684,0.0506667495224702,0.0678272549795256,19.4585809893524
2021-06-30 23:00:00,27.4656879004164,2.95243804896041,19.5758826203934,0.0503598227500841,0.0674126201465903,19.3421966242794
2021-07-01 00:00:00,27.4615470126038,2.93133431146543,19.4359848583948,0.0499906531327111,0.0668917187785313,19.2040545872499
2021-07-01 01:00:00,27.4623868677938,2.88505699169195,19.1292761644199,0.0491591193514317,0.0656612903525403,18.9012291055537
2021-07-01 02:00:00,27.5673001682485,2.73291156520937,18.1212477730765,0.0462776684451991,0.061342229402125,17.9054858659906
2021-07-01 03:00:00,27.4676164638538,2.70599338421853,17.9427718554224,0.0458242024354987,0.0607045099159907,17.7299845485782
2021-07-01 04:00:00,27.3775011242247,2.68789575794506,17.8227292436907,0.0455403626095974,0.0603216832100999,17.6120489855635
2021-07-01 05:00:00,27.2837920937981,2.66220024875615,17.6523599100457,0.0451072236185103,0.0597138014186234,17.4444686645813
2021-07-01 06:00:00,27.1964092544446,2.64629819711292,17.5468584043514,0.04494571796508,0.0593929293342494,17.4896617570908
2021-07-01 07:00:00,27.1277091309267,2.65421196242988,17.6003768087227,0.0446080043655886,0.0588144130851264,17.7542106803352
2021-07-01 08:00:00,27.1324366345112,2.69335197137632,17.862071722234,0.0442201160570655,0.0582360815115515,18.1451325367445
2021-07-01 09:00:00,27.1626224564811,2.74131336490986,18.182645016974,0.0438112250342267,0.0576660555809408,18.4719668014882
