"Depth_m","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
0.1,0.0283447188490376,0.0285533457486609,0.0287653159848557,0.0290156065395821,0.0291877876798705,0.0293854379670442,0.0296120747089661,0.0295653081576103,0.029539547667243,0.0294834361581894,0.0294184542853653,0.0293453833429942,0.0292656004655487,0.0291874833640649,0.0291107466106478,0.0290523960902408,0.0289812312973972,0.0289109215449108,0.0288668387035408,0.0287998611077805,0.0287625511579819,0.0289221905308646,0.0291241451372161,0.0292912168931021
0.2,0.0283473826934299,0.028554282036319,0.0287662193891157,0.0290165080262671,0.0291886845637076,0.029386306400673,0.029612962053767,0.0295608206321447,0.0295350477963623,0.0294789187819727,0.0294145861482524,0.029344312561738,0.0292645666781634,0.0291864753817634,0.0291097680967096,0.0290484613823148,0.028977304603454,0.0289070014150254,0.0288659007777085,0.0287989154712608,0.0287586601711839,0.0289231485236965,0.0291269520185869,0.0292940196568636
0.3,0.0283552656986989,0.0285652952839986,0.0287786392072754,0.0290287949146664,0.0292009123725106,0.0293991794418479,0.0296250465130758,0.0295713748278735,0.0295455726550255,0.0294894597528245,0.0294231055526828,0.0293491732949846,0.0292695237193209,0.0291914848942009,0.0291148340975103,0.0290577149689609,0.0289866144460931,0.028916351574728,0.0288710404418651,0.0288040323964518,0.0287676491138708,0.0289341423237551,0.029134960870121,0.0293020146413788
0.4,0.0283710156479822,0.0285830304792896,0.0287931920871428,0.0290435335845287,0.0292155760595927,0.0294114155882439,0.029639596679462,0.0295858555564399,0.0295600195449988,0.0295039304276956,0.0294406561636231,0.0293641462427284,0.0292846825389262,0.0292067321307758,0.0291301736692858,0.0290758874302283,0.0290048683047135,0.0289346613411522,0.0288864855694885,0.0288194245829759,0.0287859784878965,0.0289524127101572,0.0291507489612012,0.0293177736786067
0.5,0.0283783994903422,0.0285863999264382,0.0287976176248243,0.029047771203424,0.0292197840442644,0.0294174830701701,0.0296437087376777,0.0295899409108309,0.0295640914238715,0.029508005182386,0.0294442242812708,0.0293719025782501,0.0292925423328849,0.0292146246864395,0.0291381087413407,0.0290792753742019,0.0290082579503747,0.028938048266857,0.0288944577411391,0.0288273670061596,0.0287896038652145,0.028956023013185,0.0291581122242742,0.0293251229881243
0.6,0.0283798435458922,0.0285885642926719,0.0288005301563449,0.0290506540386909,0.0292226476949129,0.0294201378155212,0.029646528467581,0.0295927432731152,0.0295668850680455,0.029510801312639,0.0294460788013056,0.0293733604627006,0.0292940436542467,0.02921612006497,0.0291396137840915,0.0290813633702647,0.0290103495750098,0.0289401394923994,0.0288959658623058,0.028828870350993,0.0287914792221291,0.0289578902826559,0.029159576841666,0.0293265850345301
0.7,0.0283821908341283,0.0285902246542554,0.0288021492220912,0.0290522645788173,0.029224249828538,0.0294219374136658,0.0296481150180206,0.0295943220555647,0.0295684600522537,0.0295123787837762,0.0294476848906802,0.0293755766009903,0.0292968118389607,0.0292188384339686,0.0291424511486148,0.0290830526182782,0.0290120528050963,0.0289418477535442,0.0288982514996578,0.0288311491503927,0.0287931494399779,0.028959554927902,0.0291619479843378,0.0293289519978744
0.8,0.0283847413832169,0.0285960782584539,0.0288084612481356,0.0290587156287925,0.0292306713882842,0.0294243151878773,0.0296544998449146,0.0296006792556124,0.0295748039758658,0.0295187346911381,0.0294528500794888,0.0293786485931004,0.0293006452873217,0.0292226100912087,0.0291463889717948,0.0290891646467529,0.0290183474286559,0.0289481908169697,0.0289014334034003,0.0288343227035444,0.0287985876827391,0.0289649783434635,0.02916456176587,0.0293315613630905
0.9,0.0283932115181393,0.0286086496106548,0.028816133519705,0.029066445851954,0.0292383664794619,0.0294351458158319,0.0296621423911518,0.0296084055810689,0.0295823977668458,0.0295263428952265,0.0294658893035086,0.0293866933951524,0.0293128384924473,0.0292390220435099,0.0291669167416844,0.0291026992390933,0.0290323241659402,0.0289622659476599,0.0289099671581939,0.0288428486153875,0.0288121848396522,0.0289785347412853,0.0291734919799048,0.0293404805542627
1,0.0284238195765401,0.0286213475479408,0.0288308996562607,0.0290806387240237,0.0292524796425187,0.0294551706120126,0.0296759891828177,0.0296286947456514,0.0295961352806182,0.0295400991982308,0.0294782834908685,0.029417873424453,0.029388354196432,0.0293591579736975,0.0293296058553129,0.0291716857742622,0.0291137057748778,0.0290556813325174,0.0289424923804654,0.0288753115931096,0.0288257241096919,0.0289919803328435,0.0292039148745973,0.0293708524854562
1.1,0.0284258663141354,0.0286341861575284,0.0288437172724447,0.0290934930260643,0.0292652578908098,0.0294624461856328,0.0296886195092807,0.0296485872525087,0.0296086616636426,0.0295526412285626,0.0294896192879844,0.029419763377643,0.0293957864361536,0.0293705900316267,0.0293449833594127,0.0293059522798609,0.0292741476353766,0.0292418276236089,0.0289444452178429,0.0288775388202619,0.0288391707467161,0.0290052487572161,0.0292059336151782,0.0293728992599955
1.2,0.0284312924896279,0.0286365551386856,0.0288478542085437,0.0290975872995087,0.029269330592789,0.0294643335676802,0.0296926511383935,0.0296656835993019,0.0296126633727604,0.0295566490722839,0.0294930339742958,0.0294581153067436,0.0294332523551529,0.0294086076152445,0.0293837568114763,0.0293574357681968,0.0293302218826746,0.029302212716813,0.0292206931823151,0.0291972109998467,0.0288550778701693,0.0290089195733531,0.0292099611918709,0.0293774937055545
1.3,0.0284340028027868,0.0286440926433895,0.0288507166762003,0.0291005216907131,0.0292722484808313,0.0294681396363016,0.0296955534695291,0.0296813019084262,0.0296155430085316,0.0295595327196145,0.0294958204020195,0.0294725948187005,0.0294502204888164,0.0294276703258746,0.0294047946829426,0.0293806149445035,0.0293556654901317,0.0293297527326699,0.0293018392946967,0.0293022109935972,0.0291909397536521,0.0293848058382915,0.0292125458468071,0.0293801199427309
