"timestep","pft","prop_agents"
233,"diatom_prop",18.1184668989547
234,"diatom_prop",17.7777777777778
235,"diatom_prop",17.206132879046
236,"diatom_prop",16.7521367521368
237,"diatom_prop",17.2818791946309
238,"diatom_prop",16.8896321070234
239,"diatom_prop",16.4705882352941
240,"diatom_prop",16.7218543046358
241,"diatom_prop",16.996699669967
242,"diatom_prop",17.5206611570248
243,"diatom_prop",16.7218543046358
244,"diatom_prop",17.3044925124792
245,"diatom_prop",17.7339901477833
246,"diatom_prop",17.3202614379085
247,"diatom_prop",17.1521035598706
248,"diatom_prop",17.0967741935484
249,"diatom_prop",16.8810289389068
250,"diatom_prop",16.9329073482428
251,"diatom_prop",16.6666666666667
252,"diatom_prop",17.515923566879
253,"diatom_prop",17.6
254,"diatom_prop",17.7777777777778
255,"diatom_prop",17.007874015748
256,"diatom_prop",17.0347003154574
257,"diatom_prop",16.5884194053208
258,"diatom_prop",16.71826625387
259,"diatom_prop",16.7441860465116
260,"diatom_prop",17.2360248447205
261,"diatom_prop",17.601246105919
262,"diatom_prop",17.3708920187793
263,"diatom_prop",17.3166926677067
264,"diatom_prop",17.4183514774495
265,"diatom_prop",17.351598173516
266,"diatom_prop",17.4846625766871
267,"diatom_prop",17.4045801526718
268,"diatom_prop",17.3453996983409
269,"diatom_prop",17.7177177177177
270,"diatom_prop",17.5595238095238
271,"diatom_prop",17.1052631578947
272,"diatom_prop",16.8869309838473
273,"diatom_prop",16.5191740412979
274,"diatom_prop",16.7394468704512
275,"diatom_prop",17.0058139534884
276,"diatom_prop",16.3558106169297
277,"diatom_prop",16.2857142857143
278,"diatom_prop",16.5007112375533
279,"diatom_prop",16.1931818181818
280,"diatom_prop",16.0968660968661
281,"diatom_prop",16
282,"diatom_prop",15.546218487395
283,"diatom_prop",15.5124653739612
284,"diatom_prop",15.9279778393352
285,"diatom_prop",15.8839779005525
286,"diatom_prop",15.8839779005525
287,"diatom_prop",16.0442600276625
288,"diatom_prop",15.6944444444444
289,"diatom_prop",15.5862068965517
290,"diatom_prop",15.3417015341702
291,"diatom_prop",15.6944444444444
292,"diatom_prop",15.7676348547718
293,"diatom_prop",16.120218579235
294,"diatom_prop",15.8904109589041
295,"diatom_prop",16.304347826087
296,"diatom_prop",15.7894736842105
297,"diatom_prop",15.9090909090909
298,"diatom_prop",16.260162601626
299,"diatom_prop",15.8751696065129
300,"diatom_prop",15.528781793842
301,"diatom_prop",15.7543391188251
302,"diatom_prop",15.3949129852744
303,"diatom_prop",15.2086137281292
304,"diatom_prop",14.9253731343284
305,"diatom_prop",14.9732620320856
306,"diatom_prop",15.0740242261104
307,"diatom_prop",14.9253731343284
308,"diatom_prop",15.1020408163265
309,"diatom_prop",14.7742818057456
310,"diatom_prop",14.344262295082
311,"diatom_prop",14.1891891891892
312,"diatom_prop",14.6900269541779
313,"diatom_prop",15.020297699594
314,"diatom_prop",15.0406504065041
315,"diatom_prop",14.859437751004
316,"diatom_prop",14.6082337317397
317,"diatom_prop",14.4736842105263
318,"diatom_prop",14.7410358565737
319,"diatom_prop",14.4
320,"diatom_prop",14.5478374836173
321,"diatom_prop",14.5478374836173
322,"diatom_prop",14.5077720207254
323,"diatom_prop",14.4719687092568
324,"diatom_prop",14.3229166666667
325,"diatom_prop",14.3782383419689
326,"diatom_prop",14.3401015228426
327,"diatom_prop",14.3774069319641
328,"diatom_prop",14.176245210728
329,"diatom_prop",14.0485312899106
330,"diatom_prop",14.0684410646388
331,"diatom_prop",13.3418043202033
332,"diatom_prop",13.5786802030457
333,"diatom_prop",13.4099616858238
334,"diatom_prop",13.2484076433121
335,"diatom_prop",13.0653266331658
336,"diatom_prop",13.5168961201502
337,"diatom_prop",13.0325814536341
338,"diatom_prop",13.0162703379224
339,"diatom_prop",12.8236744759556
340,"diatom_prop",12.577065351418
341,"diatom_prop",12.0987654320988
342,"diatom_prop",11.9366626065773
343,"diatom_prop",11.9420989143546
344,"diatom_prop",12.0192307692308
345,"diatom_prop",12.0381406436234
346,"diatom_prop",12.0669056152927
347,"diatom_prop",12.1103117505995
348,"diatom_prop",12.2641509433962
349,"diatom_prop",12.3094958968347
350,"diatom_prop",12.2235157159488
351,"diatom_prop",12.183908045977
352,"diatom_prop",12.3442808607022
353,"diatom_prop",12.6410835214447
354,"diatom_prop",12.3442808607022
355,"diatom_prop",12.6126126126126
356,"diatom_prop",12.7252252252252
357,"diatom_prop",12.7946127946128
358,"diatom_prop",12.9504504504505
359,"diatom_prop",12.9068462401796
360,"diatom_prop",12.6696832579186
361,"diatom_prop",12.3024830699774
362,"diatom_prop",12.1348314606742
363,"diatom_prop",12.1076233183857
364,"diatom_prop",12.0495495495495
365,"diatom_prop",11.8568232662192
366,"diatom_prop",11.731843575419
367,"diatom_prop",11.7581187010078
368,"diatom_prop",11.4955357142857
369,"diatom_prop",11.6461366181411
370,"diatom_prop",11.7780294450736
371,"diatom_prop",11.4606741573034
372,"diatom_prop",11.5171650055371
373,"diatom_prop",11.2814895947426
374,"diatom_prop",11.001100110011
375,"diatom_prop",10.9877913429523
376,"diatom_prop",11.1607142857143
377,"diatom_prop",10.9010011123471
378,"diatom_prop",10.8744394618834
379,"diatom_prop",10.6666666666667
380,"diatom_prop",10.472972972973
381,"diatom_prop",10.762331838565
382,"diatom_prop",10.783200908059
383,"diatom_prop",10.8744394618834
384,"diatom_prop",10.5442176870748
385,"diatom_prop",10.2708803611738
386,"diatom_prop",10.5084745762712
387,"diatom_prop",10.1809954751131
388,"diatom_prop",9.96602491506229
389,"diatom_prop",10.0907029478458
390,"diatom_prop",10.3057757644394
391,"diatom_prop",10.3057757644394
392,"diatom_prop",10.2941176470588
393,"diatom_prop",10.6382978723404
394,"diatom_prop",10.5381165919283
395,"diatom_prop",10.5027932960894
396,"diatom_prop",10.4328523862375
397,"diatom_prop",10.4328523862375
398,"diatom_prop",10.7182320441989
399,"diatom_prop",10.9010011123471
400,"diatom_prop",11.0253583241455
401,"diatom_prop",11.037527593819
402,"diatom_prop",10.8167770419426
403,"diatom_prop",10.589519650655
404,"diatom_prop",10.2062975027144
405,"diatom_prop",10.4008667388949
406,"diatom_prop",10.2813852813853
407,"diatom_prop",10.5779716466739
408,"diatom_prop",10.4347826086957
409,"diatom_prop",10.5092091007584
410,"diatom_prop",10.2925243770314
411,"diatom_prop",10.3373231773667
412,"diatom_prop",10.1639344262295
413,"diatom_prop",9.90206746463547
414,"diatom_prop",10.0330760749724
415,"diatom_prop",9.73741794310722
416,"diatom_prop",9.72375690607735
417,"diatom_prop",9.72677595628415
418,"diatom_prop",9.73741794310722
419,"diatom_prop",9.84848484848485
420,"diatom_prop",9.82721382289417
421,"diatom_prop",10
422,"diatom_prop",10.0540540540541
423,"diatom_prop",9.73262032085561
424,"diatom_prop",10.1279317697228
425,"diatom_prop",10.1372756071806
426,"diatom_prop",10.0734522560336
427,"diatom_prop",10.0104275286757
428,"diatom_prop",10.2986611740474
429,"diatom_prop",10.1729399796541
430,"diatom_prop",10.2746693794507
431,"diatom_prop",10.383064516129
432,"diatom_prop",10.568295114656
433,"diatom_prop",10.4040404040404
434,"diatom_prop",10.6532663316583
435,"diatom_prop",10.8216432865731
436,"diatom_prop",11.0337972166998
437,"diatom_prop",10.9452736318408
438,"diatom_prop",10.6341463414634
439,"diatom_prop",10.8863198458574
440,"diatom_prop",10.5871029836381
441,"diatom_prop",10.7692307692308
442,"diatom_prop",10.4662226450999
443,"diatom_prop",10.7485604606526
444,"diatom_prop",10.3189493433396
445,"diatom_prop",10.3415559772296
446,"diatom_prop",10.4815864022663
447,"diatom_prop",10.4364326375712
448,"diatom_prop",10.5263157894737
449,"diatom_prop",10.4147465437788
450,"diatom_prop",10.6813996316759
451,"diatom_prop",10.7594936708861
452,"diatom_prop",10.919017288444
453,"diatom_prop",11.5349682107175
454,"diatom_prop",11.101083032491
455,"diatom_prop",10.9403254972875
456,"diatom_prop",11.0910730387737
457,"diatom_prop",11.2115732368897
458,"diatom_prop",11.3799283154122
459,"diatom_prop",11.3004484304933
460,"diatom_prop",11.6425992779783
461,"diatom_prop",11.6216216216216
462,"diatom_prop",11.3676731793961
463,"diatom_prop",11.01243339254
464,"diatom_prop",11.1013215859031
465,"diatom_prop",11.0132158590308
466,"diatom_prop",11.0917030567686
467,"diatom_prop",11.053089643168
468,"diatom_prop",10.9294320137694
469,"diatom_prop",10.948275862069
470,"diatom_prop",11.2820512820513
471,"diatom_prop",11.0450297366185
472,"diatom_prop",11.1679454390452
473,"diatom_prop",11.0544217687075
474,"diatom_prop",10.9531772575251
475,"diatom_prop",10.9452736318408
476,"diatom_prop",11.092577147623
477,"diatom_prop",11.2593828190158
478,"diatom_prop",11.4836546521375
479,"diatom_prop",11.4713216957606
480,"diatom_prop",11.1754966887417
481,"diatom_prop",11.2850082372323
482,"diatom_prop",11.4591920857378
483,"diatom_prop",11.1294311624073
484,"diatom_prop",11.2837285363859
485,"diatom_prop",11.4448051948052
486,"diatom_prop",11.3452188006483
487,"diatom_prop",11.4308553157474
488,"diatom_prop",11.4558472553699
489,"diatom_prop",11.4649681528662
490,"diatom_prop",11.5873015873016
491,"diatom_prop",11.517077045274
492,"diatom_prop",11.2941176470588
493,"diatom_prop",11.3777089783282
494,"diatom_prop",11.4969135802469
495,"diatom_prop",11.5443425076453
496,"diatom_prop",11.4176245210728
497,"diatom_prop",11.4088820826953
498,"diatom_prop",11.3394216133942
499,"diatom_prop",11.6490166414523
500,"diatom_prop",11.8490566037736
501,"diatom_prop",11.9279819954989
502,"diatom_prop",11.7427075542259
503,"diatom_prop",11.7384843982169
504,"diatom_prop",11.6071428571429
505,"diatom_prop",11.804008908686
506,"diatom_prop",11.5952732644018
507,"diatom_prop",11.5781710914454
508,"diatom_prop",11.7603550295858
509,"diatom_prop",11.5044247787611
510,"diatom_prop",11.3886847905952
511,"diatom_prop",11.3951789627465
512,"diatom_prop",11.7604090577064
513,"diatom_prop",11.8926758520667
514,"diatom_prop",12.037708484409
515,"diatom_prop",11.9478638667632
516,"diatom_prop",12.1933621933622
517,"diatom_prop",12.2507122507122
518,"diatom_prop",12.226148409894
519,"diatom_prop",12.1593291404612
520,"diatom_prop",12.0253164556962
521,"diatom_prop",11.8846694796062
522,"diatom_prop",11.8181818181818
523,"diatom_prop",11.8549511854951
524,"diatom_prop",11.878453038674
525,"diatom_prop",11.9752236751549
526,"diatom_prop",11.9096509240246
527,"diatom_prop",11.869031377899
528,"diatom_prop",11.6279069767442
529,"diatom_prop",11.449864498645
530,"diatom_prop",11.5540540540541
531,"diatom_prop",11.5641711229947
532,"diatom_prop",11.9732441471572
533,"diatom_prop",12.0666666666667
534,"diatom_prop",11.7918313570487
535,"diatom_prop",11.6112198303979
536,"diatom_prop",11.7571059431525
537,"diatom_prop",11.6442738323736
538,"diatom_prop",11.474358974359
539,"diatom_prop",11.6190476190476
540,"diatom_prop",11.9318181818182
541,"diatom_prop",11.9925046845721
542,"diatom_prop",11.8125
543,"diatom_prop",11.9077306733167
544,"diatom_prop",11.7172969621823
545,"diatom_prop",11.739397664413
546,"diatom_prop",11.6207951070336
547,"diatom_prop",11.6379310344828
548,"diatom_prop",11.9266055045872
549,"diatom_prop",12.0145631067961
550,"diatom_prop",11.7933130699088
551,"diatom_prop",11.9090365050868
552,"diatom_prop",11.8203309692671
553,"diatom_prop",11.9526627218935
554,"diatom_prop",11.7994100294985
555,"diatom_prop",11.7370892018779
556,"diatom_prop",11.5789473684211
557,"diatom_prop",11.6928446771379
558,"diatom_prop",11.7817759721416
559,"diatom_prop",11.6763005780347
560,"diatom_prop",11.5759312320917
561,"diatom_prop",11.9638826185102
562,"diatom_prop",11.7547806524184
563,"diatom_prop",11.8634583100168
564,"diatom_prop",11.8691070438159
565,"diatom_prop",11.8196811434854
566,"diatom_prop",11.7872807017544
567,"diatom_prop",11.6840373011519
568,"diatom_prop",11.8892508143322
569,"diatom_prop",11.9825708061002
570,"diatom_prop",12.3101952277657
571,"diatom_prop",12.0064899945917
572,"diatom_prop",12.1049812533476
573,"diatom_prop",12.2096164235548
574,"diatom_prop",12.3397435897436
575,"diatom_prop",12.2788203753351
576,"diatom_prop",12.4002128791911
577,"diatom_prop",12.2068230277185
578,"diatom_prop",12.1228163049232
579,"diatom_prop",12.3738714816782
580,"diatom_prop",12.3463388562266
581,"diatom_prop",12.4076029567054
582,"diatom_prop",12.3424369747899
583,"diatom_prop",12.4803356056633
584,"diatom_prop",12.3624934520691
585,"diatom_prop",12.2651356993737
586,"diatom_prop",12.2788761706556
587,"diatom_prop",12.2117400419287
588,"diatom_prop",12.0375195414278
589,"diatom_prop",12.1671018276762
590,"diatom_prop",12.0618556701031
591,"diatom_prop",12.1509824198552
592,"diatom_prop",12.217659137577
593,"diatom_prop",11.9509703779367
594,"diatom_prop",12.0996441281139
595,"diatom_prop",12.1901871522509
596,"diatom_prop",12.246963562753
597,"diatom_prop",12.1424987456096
598,"diatom_prop",12.5
599,"diatom_prop",12.4189526184539
600,"diatom_prop",12.2902270483712
601,"diatom_prop",12.184249628529
602,"diatom_prop",12.2469135802469
603,"diatom_prop",12.3341523341523
604,"diatom_prop",11.9351669941061
605,"diatom_prop",11.7359413202934
606,"diatom_prop",11.8389131489568
607,"diatom_prop",11.8932038834951
608,"diatom_prop",11.9612590799031
609,"diatom_prop",11.9093539054966
610,"diatom_prop",12.0057859209257
611,"diatom_prop",11.9923554706163
612,"diatom_prop",12.2798667301285
613,"diatom_prop",12.1710526315789
614,"diatom_prop",12.1013133208255
615,"diatom_prop",12.2382503489995
616,"diatom_prop",12.2977346278317
617,"diatom_prop",12.227883279296
618,"diatom_prop",12.3910050481872
619,"diatom_prop",12.1448212648946
620,"diatom_prop",12.2735507246377
621,"diatom_prop",12.3194945848375
622,"diatom_prop",12.2568973315242
623,"diatom_prop",12.2595078299776
624,"diatom_prop",12.1777777777778
625,"diatom_prop",12.1292607348384
626,"diatom_prop",12.0247568523431
627,"diatom_prop",11.8777292576419
628,"diatom_prop",11.9789381307591
629,"diatom_prop",11.7930732135028
630,"diatom_prop",12.205754141238
631,"diatom_prop",12.1803207628955
632,"diatom_prop",12.2791900043085
633,"diatom_prop",12.1355060034305
634,"diatom_prop",12.2605363984674
635,"diatom_prop",12.5632377740304
636,"diatom_prop",12.4476110645432
637,"diatom_prop",12.2916666666667
638,"diatom_prop",12.3651452282158
639,"diatom_prop",12.3338870431894
640,"diatom_prop",12.2981366459627
641,"diatom_prop",12.4169435215947
642,"diatom_prop",12.2254455035226
643,"diatom_prop",12.2081114297419
644,"diatom_prop",12.0343839541547
645,"diatom_prop",11.9869971556278
646,"diatom_prop",12.0032441200324
647,"diatom_prop",11.865761086696
648,"diatom_prop",11.7811501597444
649,"diatom_prop",11.8831425187525
650,"diatom_prop",11.6435643564356
651,"diatom_prop",11.8066561014263
652,"diatom_prop",11.9762845849802
653,"diatom_prop",12.1664050235479
654,"diatom_prop",12.2608356110894
655,"diatom_prop",12.2861586314152
656,"diatom_prop",12.3886953155246
657,"diatom_prop",12.3029603998462
658,"diatom_prop",12.0597243491577
659,"diatom_prop",11.8721461187215
660,"diatom_prop",11.890243902439
661,"diatom_prop",12.1580547112462
662,"diatom_prop",12.2627182991648
663,"diatom_prop",12.155530388826
664,"diatom_prop",12.26626776365
665,"diatom_prop",12.2291590157914
666,"diatom_prop",12.4678190511217
667,"diatom_prop",12.5776965265082
668,"diatom_prop",12.8383321141185
669,"diatom_prop",12.95959228249
670,"diatom_prop",12.8186453022578
671,"diatom_prop",13.022917424518
672,"diatom_prop",13.0277878022375
673,"diatom_prop",13.1123919308357
674,"diatom_prop",13.3357168394709
675,"diatom_prop",13.3191640099185
676,"diatom_prop",13.3665126199787
677,"diatom_prop",13.4323082361258
678,"diatom_prop",13.4878819810327
679,"diatom_prop",13.5116359847169
680,"diatom_prop",13.3448873483536
681,"diatom_prop",13.4827586206897
682,"diatom_prop",13.3379168099003
683,"diatom_prop",13.2807137954701
684,"diatom_prop",13.3310486634681
685,"diatom_prop",13.3901192504259
686,"diatom_prop",13.3152173913043
687,"diatom_prop",13.274635963427
688,"diatom_prop",13.2883642495784
689,"diatom_prop",13.3422728796514
690,"diatom_prop",13.2602193419741
691,"diatom_prop",13.2069194943446
692,"diatom_prop",13.3728590250329
693,"diatom_prop",13.2656403537504
694,"diatom_prop",13.2217847769029
695,"diatom_prop",13.2699868938401
696,"diatom_prop",13.3268482490272
697,"diatom_prop",13.3764135702746
698,"diatom_prop",13.5413316178836
699,"diatom_prop",13.696
700,"diatom_prop",13.4609250398724
701,"diatom_prop",13.5204081632653
702,"diatom_prop",13.2805071315372
703,"diatom_prop",13.2743362831858
704,"diatom_prop",13.3521834747094
705,"diatom_prop",13.2311542070691
706,"diatom_prop",13.0922693266833
707,"diatom_prop",13.2174992243252
708,"diatom_prop",13.1416202844774
709,"diatom_prop",13.2839048501699
710,"diatom_prop",13.2776230269266
711,"diatom_prop",13.4273451870018
712,"diatom_prop",13.2864996945632
713,"diatom_prop",13.5135135135135
714,"diatom_prop",13.5315533980583
715,"diatom_prop",13.375413285242
716,"diatom_prop",13.5432135432135
717,"diatom_prop",13.7307236061684
718,"diatom_prop",13.8593380614657
719,"diatom_prop",13.689776733255
720,"diatom_prop",13.7226277372263
721,"diatom_prop",13.9051522248244
722,"diatom_prop",13.8194648632755
723,"diatom_prop",13.7341585617448
724,"diatom_prop",13.516711032239
725,"diatom_prop",13.7115839243499
726,"diatom_prop",14.0252866803881
727,"diatom_prop",13.9718804920914
728,"diatom_prop",13.6857562408223
729,"diatom_prop",13.7606586298148
730,"diatom_prop",13.5474452554745
731,"diatom_prop",13.4332745443857
732,"diatom_prop",13.2452276064611
733,"diatom_prop",13.5245901639344
734,"diatom_prop",13.5001454757056
735,"diatom_prop",13.5534317984361
736,"diatom_prop",13.7136271967733
737,"diatom_prop",13.768115942029
738,"diatom_prop",13.6218414173686
739,"diatom_prop",13.5741334110108
740,"diatom_prop",13.6799302933488
741,"diatom_prop",13.6934306569343
742,"diatom_prop",13.6974299065421
743,"diatom_prop",13.4772462077013
744,"diatom_prop",13.4167636786962
745,"diatom_prop",13.4385042360502
746,"diatom_prop",13.4598540145985
747,"diatom_prop",13.5103589145025
748,"diatom_prop",13.3975481611208
749,"diatom_prop",13.3972682359779
750,"diatom_prop",13.4245777518928
751,"diatom_prop",13.368206916594
752,"diatom_prop",13.3546697701484
753,"diatom_prop",13.3120649651972
754,"diatom_prop",13.2348682305242
755,"diatom_prop",13.3101851851852
756,"diatom_prop",13.1982633863965
757,"diatom_prop",13.1922296317773
758,"diatom_prop",13.1166569936158
759,"diatom_prop",13.0675203725262
760,"diatom_prop",13.0737943056363
761,"diatom_prop",13.2442637234969
762,"diatom_prop",13.2267441860465
763,"diatom_prop",13.3314054366686
764,"diatom_prop",13.1380510440835
765,"diatom_prop",13.3023525994772
766,"diatom_prop",13.1823461091754
767,"diatom_prop",13.3585564610012
768,"diatom_prop",13.1180919139034
769,"diatom_prop",13.2305902878744
770,"diatom_prop",13.2272069464544
771,"diatom_prop",13.2561505065123
772,"diatom_prop",13.441483198146
773,"diatom_prop",13.2481115630447
774,"diatom_prop",13.3798720186155
775,"diatom_prop",13.2691746864975
776,"diatom_prop",13.2147024504084
777,"diatom_prop",13.3391455972101
778,"diatom_prop",13.2382892057026
779,"diatom_prop",13.1823461091754
780,"diatom_prop",12.9490150637312
781,"diatom_prop",13.0320699708455
782,"diatom_prop",13.1070801638385
783,"diatom_prop",13.1176470588235
