"timestep","Depth_m","num_agents"
96,1.5,11
97,1.5,16
98,1.5,11
99,1.5,10
100,1.5,13
101,1.5,10
102,1.5,8
103,1.5,5
104,1.5,5
105,1.5,7
106,1.5,7
107,1.5,11
108,1.5,10
109,1.5,10
110,1.5,11
111,1.5,12
112,1.5,13
113,1.5,14
114,1.5,12
115,1.5,12
116,1.5,11
117,1.5,10
118,1.5,4
119,1.5,4
120,1.5,7
1,1.6,14
2,1.6,8
3,1.6,4
4,1.6,9
5,1.6,8
6,1.6,12
7,1.6,8
8,1.6,8
9,1.6,9
10,1.6,16
11,1.6,8
12,1.6,12
13,1.6,9
14,1.6,7
15,1.6,11
16,1.6,18
17,1.6,14
18,1.6,15
19,1.6,11
20,1.6,15
21,1.6,16
22,1.6,13
23,1.6,12
24,1.6,14
25,1.6,13
26,1.6,15
27,1.6,6
28,1.6,6
29,1.6,10
30,1.6,8
31,1.6,10
32,1.6,11
33,1.6,8
34,1.6,11
35,1.6,8
36,1.6,14
37,1.6,5
38,1.6,9
39,1.6,12
40,1.6,10
41,1.6,11
42,1.6,12
43,1.6,13
44,1.6,9
45,1.6,17
46,1.6,8
47,1.6,8
48,1.6,10
49,1.6,15
50,1.6,10
51,1.6,10
52,1.6,9
53,1.6,7
54,1.6,8
55,1.6,5
56,1.6,11
57,1.6,7
58,1.6,6
59,1.6,9
60,1.6,13
61,1.6,12
62,1.6,12
63,1.6,10
64,1.6,11
65,1.6,10
66,1.6,12
67,1.6,8
68,1.6,17
69,1.6,9
70,1.6,10
71,1.6,15
72,1.6,10
73,1.6,15
74,1.6,14
75,1.6,9
76,1.6,5
77,1.6,12
78,1.6,8
79,1.6,7
80,1.6,7
81,1.6,9
82,1.6,14
83,1.6,11
84,1.6,11
85,1.6,9
86,1.6,7
87,1.6,7
88,1.6,10
89,1.6,9
90,1.6,8
91,1.6,11
92,1.6,10
93,1.6,9
94,1.6,7
95,1.6,8
96,1.6,10
97,1.6,10
98,1.6,7
99,1.6,6
100,1.6,10
101,1.6,11
102,1.6,10
103,1.6,14
104,1.6,8
105,1.6,7
106,1.6,13
107,1.6,8
108,1.6,7
109,1.6,10
110,1.6,10
111,1.6,10
112,1.6,13
113,1.6,2
114,1.6,9
115,1.6,14
116,1.6,11
117,1.6,10
118,1.6,13
119,1.6,11
120,1.6,15
1,1.7,9
2,1.7,12
3,1.7,7
4,1.7,10
5,1.7,5
6,1.7,9
7,1.7,14
8,1.7,18
9,1.7,10
10,1.7,6
11,1.7,9
12,1.7,9
13,1.7,16
14,1.7,15
15,1.7,14
16,1.7,18
17,1.7,11
18,1.7,9
19,1.7,12
20,1.7,9
21,1.7,8
22,1.7,8
23,1.7,7
24,1.7,7
25,1.7,11
26,1.7,9
27,1.7,9
28,1.7,8
29,1.7,6
30,1.7,7
31,1.7,3
32,1.7,8
33,1.7,9
34,1.7,5
35,1.7,9
36,1.7,13
37,1.7,14
38,1.7,13
39,1.7,10
40,1.7,11
41,1.7,10
42,1.7,6
43,1.7,11
44,1.7,4
45,1.7,6
46,1.7,9
47,1.7,9
48,1.7,11
49,1.7,5
50,1.7,11
51,1.7,7
52,1.7,7
53,1.7,10
54,1.7,13
55,1.7,13
56,1.7,8
57,1.7,14
58,1.7,11
59,1.7,11
60,1.7,13
61,1.7,5
62,1.7,6
63,1.7,8
64,1.7,12
65,1.7,8
66,1.7,7
67,1.7,10
68,1.7,11
69,1.7,15
70,1.7,15
71,1.7,6
72,1.7,10
73,1.7,9
74,1.7,14
75,1.7,5
76,1.7,15
77,1.7,6
78,1.7,9
79,1.7,7
80,1.7,5
81,1.7,12
82,1.7,6
83,1.7,7
84,1.7,13
85,1.7,11
86,1.7,12
87,1.7,7
88,1.7,11
89,1.7,12
90,1.7,14
91,1.7,6
92,1.7,11
93,1.7,9
94,1.7,9
95,1.7,8
96,1.7,12
97,1.7,10
98,1.7,15
99,1.7,12
100,1.7,10
101,1.7,11
102,1.7,9
103,1.7,4
104,1.7,16
105,1.7,10
106,1.7,9
107,1.7,11
108,1.7,9
109,1.7,6
110,1.7,11
111,1.7,10
112,1.7,9
113,1.7,17
114,1.7,15
115,1.7,5
116,1.7,14
117,1.7,11
118,1.7,12
119,1.7,8
120,1.7,7
1,1.8,7
2,1.8,13
3,1.8,15
4,1.8,8
5,1.8,11
6,1.8,15
7,1.8,11
8,1.8,10
9,1.8,18
10,1.8,12
11,1.8,11
12,1.8,9
13,1.8,9
14,1.8,11
15,1.8,11
16,1.8,8
17,1.8,14
18,1.8,9
19,1.8,6
20,1.8,6
21,1.8,7
22,1.8,8
23,1.8,11
24,1.8,13
25,1.8,13
26,1.8,11
27,1.8,13
28,1.8,9
29,1.8,6
30,1.8,13
31,1.8,10
32,1.8,8
33,1.8,5
34,1.8,12
35,1.8,10
36,1.8,7
37,1.8,8
38,1.8,5
39,1.8,8
40,1.8,5
41,1.8,14
42,1.8,9
43,1.8,11
44,1.8,17
45,1.8,9
46,1.8,12
47,1.8,12
48,1.8,6
49,1.8,11
50,1.8,10
51,1.8,12
52,1.8,10
53,1.8,7
54,1.8,8
55,1.8,9
56,1.8,10
57,1.8,7
58,1.8,13
59,1.8,12
60,1.8,8
61,1.8,12
62,1.8,8
63,1.8,11
64,1.8,13
65,1.8,14
66,1.8,16
67,1.8,13
68,1.8,7
69,1.8,8
70,1.8,10
71,1.8,14
72,1.8,8
73,1.8,9
74,1.8,12
75,1.8,12
76,1.8,8
77,1.8,8
78,1.8,9
79,1.8,7
80,1.8,10
81,1.8,9
82,1.8,13
83,1.8,11
84,1.8,7
85,1.8,12
86,1.8,7
87,1.8,14
88,1.8,10
89,1.8,13
90,1.8,7
91,1.8,8
92,1.8,7
93,1.8,8
94,1.8,10
95,1.8,5
96,1.8,6
97,1.8,7
98,1.8,12
99,1.8,14
100,1.8,16
101,1.8,11
102,1.8,13
103,1.8,15
104,1.8,9
105,1.8,9
106,1.8,9
107,1.8,12
108,1.8,12
109,1.8,8
110,1.8,9
111,1.8,13
112,1.8,12
113,1.8,17
114,1.8,6
115,1.8,13
116,1.8,5
117,1.8,10
118,1.8,12
119,1.8,13
120,1.8,11
1,1.9,18
2,1.9,13
3,1.9,17
4,1.9,17
5,1.9,12
6,1.9,8
7,1.9,13
8,1.9,9
9,1.9,8
10,1.9,11
11,1.9,10
12,1.9,15
13,1.9,8
14,1.9,5
15,1.9,15
16,1.9,14
17,1.9,14
18,1.9,11
19,1.9,11
20,1.9,8
21,1.9,6
22,1.9,9
23,1.9,10
24,1.9,8
25,1.9,6
26,1.9,12
27,1.9,13
28,1.9,8
29,1.9,9
30,1.9,7
31,1.9,12
32,1.9,14
33,1.9,11
34,1.9,11
35,1.9,9
36,1.9,6
37,1.9,9
38,1.9,5
39,1.9,9
40,1.9,9
41,1.9,9
42,1.9,15
43,1.9,8
44,1.9,5
45,1.9,8
46,1.9,7
47,1.9,8
48,1.9,11
49,1.9,14
50,1.9,12
51,1.9,8
52,1.9,14
53,1.9,9
54,1.9,8
55,1.9,6
56,1.9,11
57,1.9,5
58,1.9,7
59,1.9,6
60,1.9,7
61,1.9,13
62,1.9,16
63,1.9,8
64,1.9,9
65,1.9,6
66,1.9,8
67,1.9,4
68,1.9,12
69,1.9,9
70,1.9,9
71,1.9,9
72,1.9,8
73,1.9,10
74,1.9,7
75,1.9,11
76,1.9,4
77,1.9,8
78,1.9,8
79,1.9,10
80,1.9,11
81,1.9,11
82,1.9,9
83,1.9,8
84,1.9,7
85,1.9,5
86,1.9,13
87,1.9,13
88,1.9,14
89,1.9,7
90,1.9,9
91,1.9,15
92,1.9,10
93,1.9,6
94,1.9,8
95,1.9,13
96,1.9,7
97,1.9,13
98,1.9,9
99,1.9,7
100,1.9,3
101,1.9,12
102,1.9,11
103,1.9,12
104,1.9,12
105,1.9,13
106,1.9,10
107,1.9,8
108,1.9,7
109,1.9,12
110,1.9,11
111,1.9,8
112,1.9,8
113,1.9,9
114,1.9,11
115,1.9,11
116,1.9,6
117,1.9,10
118,1.9,11
119,1.9,10
120,1.9,12
1,2,13
2,2,8
3,2,11
4,2,11
5,2,16
6,2,13
7,2,6
8,2,8
9,2,11
10,2,8
11,2,9
12,2,8
13,2,11
14,2,9
15,2,8
16,2,8
17,2,8
18,2,10
19,2,5
20,2,6
21,2,8
22,2,13
23,2,8
24,2,9
25,2,8
26,2,5
27,2,9
28,2,9
29,2,9
30,2,11
31,2,12
32,2,3
33,2,12
34,2,10
35,2,12
36,2,8
37,2,8
38,2,7
39,2,6
40,2,7
41,2,9
42,2,8
43,2,8
44,2,10
45,2,10
46,2,9
47,2,9
48,2,8
49,2,6
50,2,8
51,2,8
52,2,8
53,2,9
54,2,6
55,2,8
56,2,2
57,2,7
58,2,7
59,2,12
60,2,9
61,2,10
62,2,11
63,2,16
64,2,5
65,2,7
66,2,9
67,2,9
68,2,9
69,2,5
70,2,7
71,2,8
72,2,10
73,2,9
74,2,7
75,2,7
76,2,3
77,2,5
78,2,7
79,2,10
80,2,11
81,2,11
82,2,7
83,2,13
84,2,13
85,2,14
86,2,14
87,2,13
88,2,9
89,2,9
90,2,10
91,2,5
92,2,14
93,2,11
94,2,13
95,2,12
96,2,11
97,2,16
98,2,9
99,2,13
100,2,12
101,2,11
102,2,11
103,2,11
104,2,8
105,2,9
106,2,6
107,2,8
108,2,7
109,2,10
110,2,8
111,2,11
112,2,11
113,2,6
114,2,4
115,2,4
116,2,9
117,2,7
118,2,7
119,2,5
120,2,11
1,2.1,2
2,2.1,10
3,2.1,5
4,2.1,12
5,2.1,14
6,2.1,14
7,2.1,9
8,2.1,10
9,2.1,9
10,2.1,8
11,2.1,14
12,2.1,12
13,2.1,9
14,2.1,11
15,2.1,11
16,2.1,5
17,2.1,8
18,2.1,8
19,2.1,7
20,2.1,7
21,2.1,8
22,2.1,5
23,2.1,7
24,2.1,4
25,2.1,11
26,2.1,12
27,2.1,10
28,2.1,11
29,2.1,12
30,2.1,9
31,2.1,9
32,2.1,10
33,2.1,7
34,2.1,7
35,2.1,5
36,2.1,6
37,2.1,8
38,2.1,11
39,2.1,8
40,2.1,12
41,2.1,7
42,2.1,9
43,2.1,6
44,2.1,8
45,2.1,11
46,2.1,11
47,2.1,5
48,2.1,6
49,2.1,8
50,2.1,10
51,2.1,10
52,2.1,4
53,2.1,6
54,2.1,4
55,2.1,6
56,2.1,9
57,2.1,8
58,2.1,8
59,2.1,7
60,2.1,12
61,2.1,9
62,2.1,6
63,2.1,8
64,2.1,8
65,2.1,14
66,2.1,4
67,2.1,9
68,2.1,6
69,2.1,9
70,2.1,7
71,2.1,4
72,2.1,3
73,2.1,4
74,2.1,6
75,2.1,10
76,2.1,5
77,2.1,7
78,2.1,8
79,2.1,15
80,2.1,8
81,2.1,5
82,2.1,10
83,2.1,15
84,2.1,14
85,2.1,13
86,2.1,7
87,2.1,8
88,2.1,13
89,2.1,10
90,2.1,7
91,2.1,10
92,2.1,12
93,2.1,14
94,2.1,9
95,2.1,9
96,2.1,12
97,2.1,7
98,2.1,12
99,2.1,10
100,2.1,12
101,2.1,5
102,2.1,4
103,2.1,7
104,2.1,10
105,2.1,11
106,2.1,15
107,2.1,9
108,2.1,6
109,2.1,10
110,2.1,8
111,2.1,4
112,2.1,6
113,2.1,4
114,2.1,9
115,2.1,8
116,2.1,9
117,2.1,11
118,2.1,9
119,2.1,14
120,2.1,8
1,2.2,11
2,2.2,6
3,2.2,10
4,2.2,7
5,2.2,10
6,2.2,9
7,2.2,13
8,2.2,12
9,2.2,10
10,2.2,13
11,2.2,7
12,2.2,9
13,2.2,11
14,2.2,9
15,2.2,4
16,2.2,9
17,2.2,6
18,2.2,8
19,2.2,11
20,2.2,10
21,2.2,7
22,2.2,6
23,2.2,12
24,2.2,8
25,2.2,10
26,2.2,7
27,2.2,10
28,2.2,11
29,2.2,9
30,2.2,6
31,2.2,11
32,2.2,11
33,2.2,5
34,2.2,9
35,2.2,11
36,2.2,10
37,2.2,10
38,2.2,16
39,2.2,14
40,2.2,10
41,2.2,8
42,2.2,7
43,2.2,13
44,2.2,9
45,2.2,7
46,2.2,9
47,2.2,8
48,2.2,10
49,2.2,10
50,2.2,4
51,2.2,8
52,2.2,10
53,2.2,6
54,2.2,11
55,2.2,11
56,2.2,8
57,2.2,8
58,2.2,6
59,2.2,6
60,2.2,9
61,2.2,8
62,2.2,3
63,2.2,5
64,2.2,8
65,2.2,7
66,2.2,8
67,2.2,5
68,2.2,7
69,2.2,6
70,2.2,9
71,2.2,8
72,2.2,9
73,2.2,3
74,2.2,8
75,2.2,2
76,2.2,11
77,2.2,4
78,2.2,11
79,2.2,9
80,2.2,12
81,2.2,9
82,2.2,11
83,2.2,6
84,2.2,12
85,2.2,10
86,2.2,17
87,2.2,13
88,2.2,8
89,2.2,15
90,2.2,10
91,2.2,12
92,2.2,10
93,2.2,13
94,2.2,17
95,2.2,10
96,2.2,14
97,2.2,7
98,2.2,12
99,2.2,8
100,2.2,16
101,2.2,15
102,2.2,19
103,2.2,11
104,2.2,9
105,2.2,12
106,2.2,14
107,2.2,9
108,2.2,12
109,2.2,10
110,2.2,7
111,2.2,7
112,2.2,5
113,2.2,8
114,2.2,8
115,2.2,11
116,2.2,8
117,2.2,11
118,2.2,9
119,2.2,12
120,2.2,10
1,2.3,6
2,2.3,7
3,2.3,7
4,2.3,7
5,2.3,7
6,2.3,6
7,2.3,12
8,2.3,11
9,2.3,10
10,2.3,8
11,2.3,7
12,2.3,10
13,2.3,4
14,2.3,8
15,2.3,6
16,2.3,6
17,2.3,3
18,2.3,7
19,2.3,10
20,2.3,11
21,2.3,10
22,2.3,7
23,2.3,7
24,2.3,8
25,2.3,7
26,2.3,11
27,2.3,6
28,2.3,7
29,2.3,9
30,2.3,13
31,2.3,5
32,2.3,8
33,2.3,12
34,2.3,6
35,2.3,12
36,2.3,8
37,2.3,12
38,2.3,10
39,2.3,10
40,2.3,8
41,2.3,9
42,2.3,11
43,2.3,6
44,2.3,8
45,2.3,7
46,2.3,10
47,2.3,13
48,2.3,10
49,2.3,11
50,2.3,11
51,2.3,8
52,2.3,7
53,2.3,9
54,2.3,8
55,2.3,7
56,2.3,11
57,2.3,8
58,2.3,8
59,2.3,5
60,2.3,6
61,2.3,8
62,2.3,15
63,2.3,6
64,2.3,15
65,2.3,11
66,2.3,10
67,2.3,11
68,2.3,8
69,2.3,9
70,2.3,5
71,2.3,9
72,2.3,10
73,2.3,11
74,2.3,4
75,2.3,6
76,2.3,12
77,2.3,10
78,2.3,7
79,2.3,5
80,2.3,13
81,2.3,11
82,2.3,10
83,2.3,8
84,2.3,12
85,2.3,14
86,2.3,11
87,2.3,5
88,2.3,11
89,2.3,10
90,2.3,12
91,2.3,18
92,2.3,11
93,2.3,15
94,2.3,7
95,2.3,12
96,2.3,14
97,2.3,9
98,2.3,1
99,2.3,13
100,2.3,12
101,2.3,14
102,2.3,12
103,2.3,13
104,2.3,4
105,2.3,8
106,2.3,8
107,2.3,12
108,2.3,8
109,2.3,8
110,2.3,7
111,2.3,5
112,2.3,5
113,2.3,7
114,2.3,8
115,2.3,6
116,2.3,10
117,2.3,6
118,2.3,10
119,2.3,9
120,2.3,8
1,2.4,11
2,2.4,12
3,2.4,9
4,2.4,7
5,2.4,10
6,2.4,9
7,2.4,8
8,2.4,7
9,2.4,7
10,2.4,12
11,2.4,9
12,2.4,7
13,2.4,13
14,2.4,8
15,2.4,9
16,2.4,10
17,2.4,6
18,2.4,14
19,2.4,10
20,2.4,7
21,2.4,18
22,2.4,9
23,2.4,5
24,2.4,7
25,2.4,6
26,2.4,7
27,2.4,8
28,2.4,14
29,2.4,13
30,2.4,7
31,2.4,8
32,2.4,12
33,2.4,6
34,2.4,8
35,2.4,10
36,2.4,15
37,2.4,9
38,2.4,10
39,2.4,10
40,2.4,14
41,2.4,9
42,2.4,13
43,2.4,11
44,2.4,11
45,2.4,8
46,2.4,7
47,2.4,9
48,2.4,4
49,2.4,15
50,2.4,11
51,2.4,11
52,2.4,11
53,2.4,10
54,2.4,10
55,2.4,11
56,2.4,4
57,2.4,12
58,2.4,12
59,2.4,14
60,2.4,11
61,2.4,5
62,2.4,5
63,2.4,12
64,2.4,6
65,2.4,8
66,2.4,11
67,2.4,8
68,2.4,4
69,2.4,8
70,2.4,6
71,2.4,8
72,2.4,8
73,2.4,7
74,2.4,6
75,2.4,10
76,2.4,8
77,2.4,12
78,2.4,4
79,2.4,7
80,2.4,4
81,2.4,14
82,2.4,11
83,2.4,20
84,2.4,10
85,2.4,7
86,2.4,6
87,2.4,17
88,2.4,13
89,2.4,13
90,2.4,18
91,2.4,12
92,2.4,9
93,2.4,15
94,2.4,16
95,2.4,13
96,2.4,6
97,2.4,11
98,2.4,12
99,2.4,15
100,2.4,7
101,2.4,12
102,2.4,8
103,2.4,9
104,2.4,12
105,2.4,7
106,2.4,4
107,2.4,10
108,2.4,13
109,2.4,5
110,2.4,11
111,2.4,11
112,2.4,5
113,2.4,6
114,2.4,5
115,2.4,8
116,2.4,9
117,2.4,8
118,2.4,8
119,2.4,8
120,2.4,9
1,2.5,8
2,2.5,12
3,2.5,10
4,2.5,13
5,2.5,5
6,2.5,16
7,2.5,11
8,2.5,9
9,2.5,9
10,2.5,8
11,2.5,16
12,2.5,12
13,2.5,10
14,2.5,9
15,2.5,17
16,2.5,7
17,2.5,16
18,2.5,7
19,2.5,14
20,2.5,10
21,2.5,11
22,2.5,11
23,2.5,12
24,2.5,12
25,2.5,11
26,2.5,11
27,2.5,9
28,2.5,7
29,2.5,7
30,2.5,8
31,2.5,10
32,2.5,13
33,2.5,12
34,2.5,13
35,2.5,12
36,2.5,12
37,2.5,9
38,2.5,9
39,2.5,6
40,2.5,10
41,2.5,12
42,2.5,6
43,2.5,11
44,2.5,8
45,2.5,9
46,2.5,12
47,2.5,18
48,2.5,17
49,2.5,10
50,2.5,10
51,2.5,11
52,2.5,11
53,2.5,10
54,2.5,7
55,2.5,12
56,2.5,12
57,2.5,14
58,2.5,6
59,2.5,11
60,2.5,9
61,2.5,8
62,2.5,11
63,2.5,10
64,2.5,12
65,2.5,10
66,2.5,8
67,2.5,10
68,2.5,10
69,2.5,5
70,2.5,9
71,2.5,9
72,2.5,10
73,2.5,11
74,2.5,11
75,2.5,10
76,2.5,5
77,2.5,8
78,2.5,10
79,2.5,15
80,2.5,10
81,2.5,9
82,2.5,13
83,2.5,3
84,2.5,9
85,2.5,14
86,2.5,12
87,2.5,8
88,2.5,7
89,2.5,12
90,2.5,18
91,2.5,15
92,2.5,12
93,2.5,11
94,2.5,10
95,2.5,12
96,2.5,7
97,2.5,13
98,2.5,10
99,2.5,9
100,2.5,7
101,2.5,6
102,2.5,6
103,2.5,7
104,2.5,14
105,2.5,11
106,2.5,6
107,2.5,6
108,2.5,12
109,2.5,9
110,2.5,10
111,2.5,7
112,2.5,8
113,2.5,7
114,2.5,10
115,2.5,6
116,2.5,11
117,2.5,9
118,2.5,7
119,2.5,7
120,2.5,13
1,2.6,11
2,2.6,14
3,2.6,11
4,2.6,8
5,2.6,8
6,2.6,8
7,2.6,9
8,2.6,11
9,2.6,12
10,2.6,9
11,2.6,7
12,2.6,10
13,2.6,7
14,2.6,10
15,2.6,8
16,2.6,13
17,2.6,8
18,2.6,9
19,2.6,8
20,2.6,14
21,2.6,9
22,2.6,10
23,2.6,13
24,2.6,11
25,2.6,13
26,2.6,8
27,2.6,10
28,2.6,8
29,2.6,10
30,2.6,18
31,2.6,15
32,2.6,3
33,2.6,14
34,2.6,18
35,2.6,8
36,2.6,12
37,2.6,10
38,2.6,8
39,2.6,9
40,2.6,8
41,2.6,13
42,2.6,8
43,2.6,15
44,2.6,12
45,2.6,15
46,2.6,11
47,2.6,8
48,2.6,12
49,2.6,9
50,2.6,10
51,2.6,19
52,2.6,11
53,2.6,13
54,2.6,11
55,2.6,10
56,2.6,11
57,2.6,5
58,2.6,11
59,2.6,13
60,2.6,10
61,2.6,13
62,2.6,14
63,2.6,5
64,2.6,9
65,2.6,11
66,2.6,12
67,2.6,10
68,2.6,14
69,2.6,15
70,2.6,9
71,2.6,11
72,2.6,10
73,2.6,7
74,2.6,16
75,2.6,14
76,2.6,14
77,2.6,9
78,2.6,15
79,2.6,7
80,2.6,12
81,2.6,11
82,2.6,11
83,2.6,12
84,2.6,5
85,2.6,3
86,2.6,10
87,2.6,9
88,2.6,17
89,2.6,11
90,2.6,10
91,2.6,8
92,2.6,17
93,2.6,12
94,2.6,7
95,2.6,9
96,2.6,13
97,2.6,10
98,2.6,14
99,2.6,8
100,2.6,12
101,2.6,11
102,2.6,11
103,2.6,8
104,2.6,6
105,2.6,8
106,2.6,11
107,2.6,6
108,2.6,12
109,2.6,11
110,2.6,12
111,2.6,13
112,2.6,13
113,2.6,11
114,2.6,11
115,2.6,9
116,2.6,12
117,2.6,10
118,2.6,13
119,2.6,15
120,2.6,7
1,2.7,12
2,2.7,12
3,2.7,8
4,2.7,7
5,2.7,14
6,2.7,6
7,2.7,11
8,2.7,8
9,2.7,10
10,2.7,16
11,2.7,11
12,2.7,12
13,2.7,17
14,2.7,14
15,2.7,9
16,2.7,13
17,2.7,9
18,2.7,9
19,2.7,7
20,2.7,11
21,2.7,8
22,2.7,16
23,2.7,7
24,2.7,11
25,2.7,9
26,2.7,13
27,2.7,9
28,2.7,15
29,2.7,11
30,2.7,13
31,2.7,14
32,2.7,12
33,2.7,9
34,2.7,12
35,2.7,13
36,2.7,11
37,2.7,10
38,2.7,15
39,2.7,15
40,2.7,12
41,2.7,9
42,2.7,9
43,2.7,5
44,2.7,11
45,2.7,14
46,2.7,11
47,2.7,9
48,2.7,14
49,2.7,10
50,2.7,14
51,2.7,8
52,2.7,13
53,2.7,14
54,2.7,12
55,2.7,9
56,2.7,12
57,2.7,13
58,2.7,14
59,2.7,10
60,2.7,10
61,2.7,9
62,2.7,7
63,2.7,11
64,2.7,8
65,2.7,7
66,2.7,10
67,2.7,10
68,2.7,18
69,2.7,11
70,2.7,15
71,2.7,9
72,2.7,13
73,2.7,15
74,2.7,11
75,2.7,13
76,2.7,13
77,2.7,7
78,2.7,13
79,2.7,9
80,2.7,6
81,2.7,10
82,2.7,9
83,2.7,7
84,2.7,12
85,2.7,9
86,2.7,10
87,2.7,11
88,2.7,5
89,2.7,9
90,2.7,14
91,2.7,10
92,2.7,12
93,2.7,6
94,2.7,8
95,2.7,15
96,2.7,13
97,2.7,13
98,2.7,14
99,2.7,13
100,2.7,9
101,2.7,7
102,2.7,10
103,2.7,12
104,2.7,7
105,2.7,11
106,2.7,10
107,2.7,12
108,2.7,9
109,2.7,13
110,2.7,9
111,2.7,4
112,2.7,12
113,2.7,14
114,2.7,11
115,2.7,11
116,2.7,9
117,2.7,14
118,2.7,8
119,2.7,5
120,2.7,10
1,2.8,11
2,2.8,5
3,2.8,15
4,2.8,9
5,2.8,7
6,2.8,5
7,2.8,10
8,2.8,10
9,2.8,4
10,2.8,11
11,2.8,12
12,2.8,7
13,2.8,10
14,2.8,11
15,2.8,9
16,2.8,9
17,2.8,11
18,2.8,8
19,2.8,10
20,2.8,12
21,2.8,5
22,2.8,7
23,2.8,12
24,2.8,9
25,2.8,3
26,2.8,8
27,2.8,14
28,2.8,12
29,2.8,16
30,2.8,7
31,2.8,7
32,2.8,15
33,2.8,13
34,2.8,8
35,2.8,8
36,2.8,6
37,2.8,11
38,2.8,12
39,2.8,7
40,2.8,10
41,2.8,12
42,2.8,10
43,2.8,8
44,2.8,7
45,2.8,11
46,2.8,8
47,2.8,10
48,2.8,7
49,2.8,10
50,2.8,13
51,2.8,10
52,2.8,9
53,2.8,10
54,2.8,15
55,2.8,13
56,2.8,12
57,2.8,14
58,2.8,8
59,2.8,8
60,2.8,8
61,2.8,7
62,2.8,6
63,2.8,11
64,2.8,8
65,2.8,6
66,2.8,8
67,2.8,9
68,2.8,6
69,2.8,15
70,2.8,9
71,2.8,12
72,2.8,9
73,2.8,10
74,2.8,13
75,2.8,12
76,2.8,7
77,2.8,14
78,2.8,9
79,2.8,14
80,2.8,12
81,2.8,9
82,2.8,8
83,2.8,4
84,2.8,9
85,2.8,10
86,2.8,12
87,2.8,10
88,2.8,8
89,2.8,9
90,2.8,5
91,2.8,10
92,2.8,7
93,2.8,11
94,2.8,9
95,2.8,10
96,2.8,11
97,2.8,8
98,2.8,13
99,2.8,10
100,2.8,9
101,2.8,11
102,2.8,7
103,2.8,11
104,2.8,12
105,2.8,10
106,2.8,16
107,2.8,9
108,2.8,7
109,2.8,8
110,2.8,12
111,2.8,15
112,2.8,12
113,2.8,14
114,2.8,8
115,2.8,14
116,2.8,10
117,2.8,14
118,2.8,13
119,2.8,10
120,2.8,8
1,2.9,9
2,2.9,10
3,2.9,13
4,2.9,11
5,2.9,15
6,2.9,14
7,2.9,7
8,2.9,10
9,2.9,9
10,2.9,5
11,2.9,9
12,2.9,12
13,2.9,9
14,2.9,11
15,2.9,5
16,2.9,7
17,2.9,16
18,2.9,14
19,2.9,10
20,2.9,8
21,2.9,10
22,2.9,9
23,2.9,8
24,2.9,6
25,2.9,9
26,2.9,8
27,2.9,10
28,2.9,7
29,2.9,10
30,2.9,12
31,2.9,17
32,2.9,13
33,2.9,15
34,2.9,11
35,2.9,12
36,2.9,12
37,2.9,14
38,2.9,10
39,2.9,12
40,2.9,8
41,2.9,8
42,2.9,11
43,2.9,8
44,2.9,15
45,2.9,5
46,2.9,13
47,2.9,10
48,2.9,2
49,2.9,10
50,2.9,9
51,2.9,9
52,2.9,10
53,2.9,6
54,2.9,11
55,2.9,13
56,2.9,10
57,2.9,10
58,2.9,11
59,2.9,9
60,2.9,8
61,2.9,13
62,2.9,9
63,2.9,11
64,2.9,5
65,2.9,12
66,2.9,12
67,2.9,10
68,2.9,12
69,2.9,13
70,2.9,11
71,2.9,14
72,2.9,7
73,2.9,13
74,2.9,6
75,2.9,8
76,2.9,13
77,2.9,18
78,2.9,6
79,2.9,11
80,2.9,12
81,2.9,11
82,2.9,12
83,2.9,17
84,2.9,10
85,2.9,13
86,2.9,7
87,2.9,5
88,2.9,6
89,2.9,8
90,2.9,6
91,2.9,10
92,2.9,13
93,2.9,10
94,2.9,10
95,2.9,6
96,2.9,10
97,2.9,11
98,2.9,9
99,2.9,14
100,2.9,8
101,2.9,9
102,2.9,17
103,2.9,7
104,2.9,13
105,2.9,13
106,2.9,10
107,2.9,12
108,2.9,7
109,2.9,15
110,2.9,8
111,2.9,10
112,2.9,10
113,2.9,16
114,2.9,18
115,2.9,14
116,2.9,11
117,2.9,6
118,2.9,15
119,2.9,9
120,2.9,8
1,3,6
2,3,8
3,3,6
4,3,12
5,3,11
6,3,9
7,3,13
8,3,6
9,3,11
10,3,8
11,3,7
12,3,13
13,3,12
14,3,6
15,3,16
16,3,13
17,3,13
18,3,10
19,3,12
20,3,11
21,3,11
22,3,11
23,3,9
24,3,12
25,3,21
26,3,8
27,3,10
28,3,13
29,3,12
30,3,15
31,3,8
32,3,14
33,3,13
34,3,14
35,3,10
36,3,5
37,3,13
38,3,5
39,3,9
40,3,12
41,3,9
42,3,13
43,3,5
44,3,8
45,3,9
46,3,8
47,3,7
48,3,11
49,3,7
50,3,9
51,3,10
52,3,7
53,3,11
54,3,17
55,3,14
56,3,13
57,3,10
58,3,7
59,3,6
60,3,11
61,3,10
62,3,15
63,3,10
64,3,13
65,3,9
66,3,8
67,3,13
68,3,8
69,3,6
70,3,14
71,3,11
72,3,12
73,3,12
74,3,16
75,3,8
76,3,14
77,3,6
78,3,14
79,3,8
80,3,7
81,3,9
82,3,11
83,3,10
84,3,13
85,3,14
86,3,9
87,3,9
88,3,13
89,3,12
90,3,9
91,3,9
92,3,9
93,3,10
94,3,7
95,3,8
96,3,10
97,3,14
